File,Outputs,Mean [ms],StdDev [ms],RelStdDev [%],Best [ms],Median [ms],Worst [ms], ResultsConsistent, Results,
GoC/gobra/scion_gobra_assume_injectivity/scion_select_handleEgressRouterAlert_80c2a36d_PMscionPacketProcessor.vpr,0,22633,320,1,22292,22546,23062,true,success,QPs=0;SCcomps=0;methods=10;postBranches=27;proverWarnings=0
GoC/gobra/scion_gobra_assume_injectivity/scion_select_handleSCMPTraceRouteRequest_80c2a36d_PMscionPacketProcessor.vpr,0,5671,31,0,5648,5651,5716,true,success,QPs=0;SCcomps=0;methods=14;postBranches=7;proverWarnings=0
GoC/gobra/scion_gobra_assume_injectivity/scion_select_ingressInterface_80c2a36d_PMscionPacketProcessor.vpr,0,2243,34,1,2197,2255,2278,true,success,QPs=0;SCcomps=0;methods=5;postBranches=4;proverWarnings=0
GoC/gobra/scion_gobra_assume_injectivity/scion_select_initMetrics_80c2a36d_PMDataPlane.vpr,0,4027,112,2,3872,4074,4135,true,success,QPs=0;SCcomps=0;methods=5;postBranches=16;proverWarnings=0
GoC/gobra/scion_gobra_assume_injectivity/scion_select_newPacketProcessor_80c2a36d_F.vpr,0,8299,128,1,8133,8318,8447,true,success,QPs=0;SCcomps=0;methods=5;postBranches=1;proverWarnings=0
GoC/gobra/scion_gobra_assume_injectivity/scion_select_processEgress_80c2a36d_PMscionPacketProcessor.vpr,0,12491,159,1,12283,12522,12670,true,success,QPs=0;SCcomps=0;methods=9;postBranches=10;proverWarnings=0
GoC/gobra/scion_gobra_assume_injectivity/scion_select_processInterBFD_80c2a36d_PMscionPacketProcessor.vpr,0,539478,1799,0,537802,538659,541974,true,success,QPs=0;SCcomps=0;methods=7;postBranches=5120;proverWarnings=0
GoC/gobra/scion_gobra_assume_injectivity/scion_select_resolveLocalDst_80c2a36d_PMDataPlane.vpr,0,1745,31,1,1715,1732,1788,true,success,QPs=0;SCcomps=0;methods=11;postBranches=5;proverWarnings=0
GoC/gobra/wireguard/initiator_main.go.vpr,1,604327,0,0,604327,604327,604327,true,<no position>-timeout.error,QPs=0;SCcomps=0;methods=89;postBranches=32;proverWarnings=0
GoC/gobra/wireguard/responder_main.go.vpr,1,604366,0,0,604366,604366,604366,true,<no position>-timeout.error,QPs=0;SCcomps=0;methods=85;postBranches=22;proverWarnings=0
